Ntraining,Njump,sigma_co,sigma_ve,rets_05,rets_10,rets_20,len rets 5,len rets 10,len rets 20,Capital_top5,Capital_top10,Capital_top20,Sharpe_top5,Sharpe_top10,Sharpe_top20,Median_top5,Median_top10,Median_top20
131,80,0.5,0.1,"[-0.00069393 -0.00296208 -0.00192942 ...  0.00182229 -0.00112739
 -0.00131247]","[-4.28166669e-05 -5.56300855e-04 -1.30515855e-03 ...  1.99183323e-03
 -4.56742679e-03 -3.49963352e-03]","[-0.00082029  0.00188775 -0.00043749 ...  0.00102087  0.00243927
 -0.00455473]",2528,2528,2528,377.3583660060534,305.47645487999733,248.23728479670285,0.08984013658397935,0.0812654119804415,0.07705382837214692,0.00017562444930463024,0.00019524970262784432,0.00015450646122943241
131,80,1.0,0.1,"[-0.00069393 -0.00296208 -0.00192942 ...  0.00028322 -0.00013754
 -0.00107949]","[-4.28166669e-05 -5.56300855e-04 -1.30515855e-03 ...  1.22229780e-03
 -4.07250223e-03 -1.92407246e-03]","[-0.00052997  0.00116465 -0.00043749 ...  0.0006361   0.00268673
 -0.00316285]",2528,2528,2528,386.4535626447085,281.85480512319265,235.49162706258304,0.09490529819128557,0.07976453850340576,0.07623888757504244,0.00012031700274465736,0.0001725211708039795,0.0001724697229055538
131,80,1.5,0.1,"[-0.00080172 -0.0020202   0.00099204 ...  0.00209481  0.00085231
 -0.00084652]","[-0.0002023  -0.00097995  0.00072604 ...  0.0016247  -0.00357758
 -0.00180759]","[-0.00032505  0.00022241  0.00019791 ...  0.00130132  0.00141819
 -0.00127011]",2528,2528,2528,328.740247576475,265.31390080695957,215.4792582012566,0.09313707159838211,0.07945181826740405,0.07364480651816373,0.0,0.00014396391916730576,0.00018083597458442451
131,80,2.0,0.1,[0. 0. 0. ... 0. 0. 0.],"[ 0.00000000e+00  0.00000000e+00  0.00000000e+00 ...  5.77290359e-04
 -1.45048466e-04  7.47474671e-05]","[ 0.          0.          0.         ...  0.00031597  0.00284652
 -0.00028423]",2528,2528,2528,233.59088992677232,194.04226300969123,179.26951185540437,0.07842644560322255,0.06269191113297433,0.06533780726339457,0.0,0.0,0.00011096725860453152
131,80,2.5,0.1,[0. 0. 0. ... 0. 0. 0.],"[0.00000000e+00 0.00000000e+00 0.00000000e+00 ... 1.17193271e-03
 1.44678899e-03 7.47474671e-05]","[ 0.          0.          0.         ... -0.00018025  0.00189235
 -0.00013553]",2528,2528,2528,175.7547991453599,148.57869260710274,141.16018428028733,0.06420683999549961,0.043259568922436396,0.04503341300477872,0.0,0.0,0.0
