Ntraining,Njump,sigma_co,sigma_ve,rets_05,rets_10,rets_20,len rets 5,len rets 10,len rets 20,Capital_top5,Capital_top10,Capital_top20,Sharpe_top5,Sharpe_top10,Sharpe_top20,Median_top5,Median_top10,Median_top20
131,60,1.5,0.1,"[ 0.01061648 -0.00600171  0.00152539 ...  0.00972674  0.00376039
 -0.0069526 ]","[ 0.0092552  -0.00564589  0.00119748 ...  0.00241389  0.00243732
 -0.0051472 ]","[ 0.00511396 -0.00306309  0.00230226 ...  0.00915868  0.00268039
 -0.00400878]",2537,2537,2537,1298.9375316363587,892.3797595425699,682.8126574896464,0.10548331836775342,0.10789881007477332,0.11016349670878976,9.639567659468217e-06,0.0004050925925925942,0.00044687000687796877
131,70,1.5,0.1,"[ 0.01061648 -0.00600171  0.00152539 ... -0.00101206 -0.01167442
  0.00471458]","[ 0.0092552  -0.00564589  0.00119748 ...  0.00437425 -0.00823024
  0.01100132]","[ 0.00511396 -0.00306309  0.00230226 ...  0.00136249 -0.0060907
  0.00824639]",2553,2553,2553,4357.1061010215135,2004.017723947952,1053.6938943683126,0.10891989859607003,0.10273429360431505,0.12578793976788652,0.00031220126151379593,0.0004648785635053593,0.0004974375527985405
131,80,1.5,0.1,"[ 0.01061648 -0.00600171  0.00152539 ...  0.00031485  0.00321648
 -0.00099198]","[ 0.0092552  -0.00564589  0.00119748 ... -0.00130573  0.00156347
  0.00035996]","[ 0.00511396 -0.00306309  0.00230226 ... -0.00199824  0.00079347
 -0.00089772]",2528,2528,2528,4393.796978616572,1930.1309509749658,892.6938478430941,0.10720455369642422,0.10488802405460626,0.12232409605262007,0.00040479503307267877,0.0005921266730560082,0.000494967504019843
131,90,1.5,0.1,"[ 0.01061648 -0.00600171  0.00152539 ...  0.00126023 -0.00324503
  0.00137495]","[ 0.0092552  -0.00564589  0.00119748 ...  0.00532082 -0.00203212
  0.00207427]","[ 0.00511396 -0.00306309  0.00230226 ...  0.00394342 -0.00174246
  0.00189498]",2581,2581,2581,1878.807473027933,1004.9661378256786,731.2962875343379,0.08567432955402719,0.08573834446901417,0.10413998986588738,0.0003441253461842842,0.0004995149607678017,0.0004990977810149757
