Ntraining,Njump,sigma_co,sigma_ve,rets_05,rets_10,rets_20,len rets 5,len rets 10,len rets 20,Capital_top5,Capital_top10,Capital_top20,Sharpe_top5,Sharpe_top10,Sharpe_top20,Median_top5,Median_top10,Median_top20
131,80,1.5,0.0,"[ 0.00261271 -0.00251617  0.00087719 ...  0.          0.00356474
 -0.00171234]","[ 0.00263039 -0.00219194  0.00082116 ... -0.00081977  0.00385681
  0.00011802]","[-0.00047406  0.00137003  0.00206675 ... -0.0006814   0.00350634
 -0.00132489]",2528,2528,2528,2107.3875826797234,1768.376894336118,974.4787281868017,0.11928246188950006,0.14099284232244313,0.13431303949471157,0.0003432182155999706,0.0005035547083132267,0.00047074131577104695
131,80,1.5,0.1,"[ 0.00261271 -0.00251617  0.00087719 ...  0.          0.00356474
 -0.00171234]","[ 0.00263039 -0.00219194  0.00082116 ...  0.          0.0020096
  0.00011802]","[-0.00043174  0.00097791  0.00206675 ... -0.00027151  0.00258274
 -0.00132489]",2528,2528,2528,2366.459813209269,1771.5478012349656,1006.8405489847441,0.12638524734169385,0.14420190953714865,0.13880705090087803,0.00026778811331203123,0.0005233853155338229,0.00050916424028403
131,80,1.5,0.2,"[ 0.00261271 -0.00251617  0.00087719 ...  0.          0.00356474
 -0.00171234]","[ 0.00271503 -0.00297617  0.00082116 ...  0.          0.0020096
  0.00011802]","[-0.00038942  0.0005858   0.00206675 ... -0.00020957  0.00179876
 -0.00132489]",2528,2528,2528,2547.0962705118204,1751.4474119055124,1018.1984641856435,0.13159145658688973,0.14640049710196099,0.14260769012691554,3.5325793560235344e-05,0.00047225830311846146,0.00043580170519819133
131,80,1.5,0.5,"[ 0.00261271 -0.00251617  0.00087719 ...  0.          0.00356474
 -0.00171234]","[ 0.00236107 -0.00287545  0.00082116 ... -0.00064339  0.00011762
  0.00011802]","[-0.00091613  0.00105013  0.00121864 ... -0.00089123 -0.00011786
 -0.00150498]",2528,2528,2528,1731.6458531559333,1319.532886552368,842.6589948864871,0.12387803033417298,0.14055142681514401,0.13755593000718128,0.0,0.0002903722256146474,0.00038897522091792475
131,80,1.5,1.0,"[ 2.61271234e-03  0.00000000e+00 -1.67236314e-05 ...  0.00000000e+00
  3.56473759e-03 -1.71233881e-03]","[ 0.00258037  0.         -0.00045532 ... -0.00064339  0.00011762
  0.00011802]","[-8.06484928e-04  1.78831509e-03  1.67078113e-04 ... -8.91231906e-04
  2.17737502e-05 -1.12430491e-03]",2528,2528,2528,1092.7298503869004,788.0326466024783,647.2100219796,0.11821504962738119,0.12868486101348997,0.13436954398706477,0.0,0.0,0.00020504720295438944
