Ntraining,Njump,sigma_co,sigma_ve,rets_05,rets_10,rets_20,len rets 5,len rets 10,len rets 20,Capital_top5,Capital_top10,Capital_top20,Sharpe_top5,Sharpe_top10,Sharpe_top20,Median_top5,Median_top10,Median_top20
131,60,1.5,0.1,"[6.56668460e-04 4.57392329e-05 1.57954711e-03 ... 1.28298946e-03
 4.20148660e-03 1.27467247e-03]","[-0.00034327  0.00027862  0.00299034 ...  0.00042257  0.00230716
  0.00090615]","[-1.33686476e-04  5.54043675e-04  2.76186550e-03 ... -2.81351453e-05
  1.36444321e-03  6.54663415e-04]",2537,2537,2537,570.0605018725929,473.23207502194794,387.8326042639435,0.1336467473932791,0.13691206155532282,0.14772343667953206,3.0885578836150045e-06,0.00013736835515623823,0.00014990069778774302
131,70,1.5,0.1,"[6.56668460e-04 4.57392329e-05 1.57954711e-03 ... 6.26550898e-03
 5.45230418e-04 2.17120839e-03]","[-0.00034327  0.00027862  0.00299034 ...  0.00307943 -0.00021021
  0.00013568]","[-0.00013369  0.00055404  0.00276187 ...  0.00404402  0.00025964
 -0.0008871 ]",2553,2553,2553,601.9738885113097,456.3143630834576,378.63409342378634,0.13357455549361652,0.1366271559421089,0.13847027565570882,0.0,0.00017418490397498907,0.00022362062057933096
131,80,1.5,0.1,"[ 6.56668460e-04  4.57392329e-05  1.57954711e-03 ... -1.91627922e-03
  3.38692718e-03  3.82591484e-05]","[-0.00034327  0.00027862  0.00299034 ... -0.00187997 -0.00029941
 -0.0003217 ]","[-0.00013369  0.00055404  0.00276187 ... -0.0023863  -0.00061976
 -0.0008996 ]",2528,2528,2528,552.4024325989596,414.50631553153994,353.7915246098254,0.12766647053600952,0.12738646835358491,0.13764604603643668,0.0,0.00016761453631416583,0.00020036299168634433
131,90,1.5,0.1,"[ 6.56668460e-04  4.57392329e-05  1.57954711e-03 ... -7.19340542e-04
 -1.73271620e-03  9.52319885e-04]","[-0.00034327  0.00027862  0.00299034 ... -0.00188779 -0.00034924
  0.00047658]","[-0.00013369  0.00055404  0.00276187 ... -0.00536837 -0.00182687
  0.00108361]",2581,2581,2581,733.8482300338243,488.6088881554639,419.47300539181543,0.13498933102260416,0.13348752903090508,0.1456488524775095,0.0,0.00013953839769402756,0.00017798551787992617
